,loan_amnt,int_rate,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,recoveries,collection_recovery_fee,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,executive,senior,emp_length_yrs,term_yrs,bad_loan,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,sub_grade_A1,sub_grade_A2,sub_grade_A3,sub_grade_A4,sub_grade_A5,sub_grade_B1,sub_grade_B2,sub_grade_B3,sub_grade_B4,sub_grade_B5,sub_grade_C1,sub_grade_C2,sub_grade_C3,sub_grade_C4,sub_grade_C5,sub_grade_D1,sub_grade_D2,sub_grade_D3,sub_grade_D4,sub_grade_D5,sub_grade_E1,sub_grade_E2,sub_grade_E3,sub_grade_E4,sub_grade_E5,sub_grade_F1,sub_grade_F2,sub_grade_F3,sub_grade_F4,sub_grade_F5,sub_grade_G1,sub_grade_G2,sub_grade_G3,sub_grade_G4,sub_grade_G5,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,pymnt_plan_n,pymnt_plan_y,application_type_INDIVIDUAL,application_type_JOINT
197740,11200.0,18.54,30000.0,32.44,0.0,2.0,6.0,0.0,2835.0,28.9,20.0,0.0,0.0,0.0,0.0,0.0,30394.0,9800.0,0,1,2,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
102435,8500.0,13.35,43000.0,23.08,0.0,1.0,14.0,0.0,11238.0,45.0,17.0,0.0,0.0,0.0,0.0,0.0,68017.0,25000.0,0,0,7,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46310,10000.0,16.29,52000.0,5.91,0.0,1.0,11.0,1.0,5777.0,43.8,18.0,0.0,0.0,0.0,0.0,0.0,5777.0,13200.0,0,0,10,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
71583,10000.0,11.14,60000.0,15.77,0.0,0.0,11.0,0.0,13117.0,53.3,22.0,0.0,0.0,0.0,0.0,0.0,149193.0,24600.0,0,0,10,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
161975,15950.0,22.4,44562.0,29.38,0.0,1.0,22.0,0.0,22791.0,65.1,29.0,0.0,0.0,0.0,0.0,0.0,62695.0,35000.0,0,1,2,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
129,3000.0,7.9,114000.0,13.29,0.0,0.0,10.0,0.0,4525.0,21.7,23.0,0.0,0.0,0.0,0.0,0.0,247111.0,20900.0,0,1,0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
119615,15000.0,12.99,70000.0,20.38,1.0,0.0,12.0,1.0,3030.0,35.2,20.0,0.0,0.0,0.0,0.0,80.0,247597.0,8600.0,0,0,10,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
39113,16000.0,13.11,124000.0,11.42,0.0,1.0,10.0,0.0,35306.0,81.4,21.0,0.0,0.0,0.0,0.0,0.0,57218.0,43400.0,0,0,10,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
191584,25000.0,21.99,65000.0,28.04,0.0,2.0,22.0,0.0,18059.0,68.7,37.0,0.0,0.0,0.0,0.0,0.0,166705.0,26300.0,0,1,8,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
61365,1500.0,15.31,74000.0,27.13,0.0,1.0,13.0,0.0,3390.0,15.1,28.0,0.0,0.0,0.0,0.0,0.0,34068.0,22400.0,0,0,9,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
159054,11700.0,10.99,50000.0,21.58,0.0,2.0,9.0,1.0,8033.0,72.0,31.0,1456.11,14.5611,0.0,0.0,0.0,103722.0,11100.0,0,0,10,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
61948,20000.0,6.03,120000.0,10.47,0.0,0.0,17.0,0.0,39039.0,34.7,24.0,0.0,0.0,0.0,0.0,0.0,489837.0,112662.0,0,0,2,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
43069,23850.0,19.05,54000.0,25.62,0.0,3.0,8.0,0.0,6316.0,62.5,11.0,2767.04,27.6704000075,0.0,0.0,0.0,30745.0,10100.0,0,0,10,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
46907,9150.0,12.12,46000.0,16.9,1.0,2.0,8.0,0.0,28983.0,86.0,29.0,0.0,0.0,0.0,0.0,0.0,347319.0,33700.0,0,0,6,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
185453,6200.0,16.99,170720.0,15.49,0.0,1.0,16.0,2.0,18132.0,72.0,28.0,0.0,0.0,0.0,0.0,5695.0,573679.0,25200.0,0,1,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
100241,20000.0,11.67,87000.0,14.98,0.0,0.0,6.0,0.0,11603.0,66.3,26.0,0.0,0.0,0.0,0.0,0.0,201910.0,17500.0,0,0,10,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
33831,25000.0,16.78,115000.0,14.5,0.0,1.0,10.0,0.0,20000.0,44.8,24.0,3219.04,32.1904,0.0,0.0,0.0,211998.0,44600.0,0,0,3,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
33175,15000.0,19.52,91520.0,13.78,0.0,3.0,11.0,0.0,9913.0,84.7,19.0,0.0,0.0,0.0,0.0,0.0,39181.0,11700.0,0,0,0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
9312,10625.0,15.61,40000.0,18.69,0.0,1.0,16.0,0.0,8204.0,25.2,26.0,0.0,0.0,1.0,0.0,62.0,15208.0,32500.0,0,0,5,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
114040,14000.0,12.49,50000.0,4.37,0.0,2.0,6.0,0.0,4374.0,63.4,7.0,0.0,0.0,0.0,0.0,0.0,4374.0,6900.0,0,0,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
181182,15800.0,24.99,55000.0,16.76,0.0,0.0,11.0,0.0,12286.0,68.6,24.0,0.0,0.0,0.0,0.0,0.0,139986.0,17900.0,0,0,9,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
165641,4000.0,14.47,158000.0,0.23,0.0,2.0,2.0,0.0,3832.0,25.5,4.0,0.0,0.0,0.0,0.0,0.0,608488.0,15000.0,0,0,1,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
76476,7200.0,11.14,30000.0,10.32,0.0,2.0,12.0,0.0,6093.0,26.2,18.0,0.0,0.0,0.0,0.0,0.0,8258.0,23300.0,0,0,6,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
94170,12800.0,17.86,32500.0,37.37,0.0,0.0,11.0,0.0,10211.0,58.3,21.0,0.0,0.0,0.0,0.0,0.0,16198.0,17500.0,0,0,9,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
28331,8000.0,15.88,40320.0,23.46,0.0,0.0,6.0,0.0,9649.0,74.8,10.0,0.0,0.0,0.0,0.0,0.0,35816.0,12900.0,0,0,1,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
47162,4800.0,14.09,72000.0,31.8,0.0,0.0,12.0,0.0,50310.0,86.1,23.0,0.0,0.0,0.0,0.0,0.0,311287.0,58400.0,0,0,10,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
59832,35000.0,21.49,300000.0,7.0,1.0,0.0,8.0,0.0,37341.0,97.0,39.0,0.0,0.0,0.0,0.0,478.0,336339.0,38500.0,0,0,6,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
64125,25750.0,8.9,120000.0,19.34,0.0,0.0,16.0,0.0,26310.0,39.5,22.0,0.0,0.0,0.0,0.0,0.0,37983.0,66585.0,0,0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
186430,6000.0,18.25,125000.0,8.14,1.0,1.0,13.0,1.0,330.0,22.0,37.0,0.0,0.0,0.0,0.0,1083.0,433466.0,1500.0,0,0,1,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
70457,13475.0,15.31,80000.0,10.86,0.0,0.0,5.0,0.0,25607.0,97.7,20.0,0.0,0.0,0.0,0.0,0.0,116075.0,26200.0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
30303,1200.0,19.52,24960.0,20.77,0.0,2.0,9.0,0.0,4718.0,26.5,16.0,0.0,0.0,0.0,0.0,1330.0,18262.0,17800.0,0,0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
162433,23500.0,17.57,65000.0,10.56,1.0,0.0,7.0,0.0,18447.0,78.8,10.0,0.0,0.0,0.0,0.0,0.0,277909.0,23400.0,0,0,7,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
82221,15500.0,11.14,70000.0,27.98,0.0,0.0,16.0,0.0,16292.0,57.4,33.0,0.0,0.0,0.0,0.0,0.0,194973.0,28400.0,0,0,4,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
177795,14525.0,13.99,73000.0,9.78,0.0,0.0,8.0,1.0,18167.0,58.2,12.0,0.0,0.0,0.0,0.0,0.0,20356.0,31200.0,0,1,10,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
36461,15000.0,9.71,60000.0,26.1,0.0,2.0,23.0,1.0,22804.0,34.9,37.0,0.0,0.0,0.0,0.0,0.0,54676.0,65300.0,0,0,10,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
109137,16000.0,6.03,72000.0,14.55,0.0,0.0,7.0,0.0,9020.0,24.4,18.0,0.0,0.0,0.0,0.0,0.0,28702.0,36900.0,0,1,0,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
71213,24000.0,8.9,85000.0,28.55,0.0,1.0,19.0,0.0,32656.0,41.2,45.0,0.0,0.0,0.0,0.0,464.0,75384.0,79200.0,0,0,4,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
22536,20000.0,13.68,94000.0,5.58,2.0,1.0,13.0,0.0,16396.0,57.9,37.0,0.0,0.0,0.0,0.0,0.0,16396.0,28300.0,0,0,6,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
156455,5500.0,7.62,49000.0,11.39,0.0,0.0,8.0,1.0,5809.0,52.8,16.0,0.0,0.0,0.0,0.0,0.0,16004.0,11000.0,0,1,10,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2498,2400.0,13.53,41000.0,30.53,0.0,1.0,12.0,0.0,7354.0,72.8,44.0,0.0,0.0,0.0,0.0,0.0,50057.0,10100.0,0,0,5,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
139633,15000.0,11.99,45000.0,17.73,0.0,0.0,10.0,0.0,13926.0,66.3,12.0,0.0,0.0,0.0,0.0,0.0,19382.0,21000.0,0,1,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
170868,13425.0,15.61,32000.0,16.62,0.0,0.0,5.0,1.0,58.0,1.5,28.0,0.0,0.0,1.0,0.0,1276.0,11984.0,3800.0,0,1,10,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
57010,21000.0,19.72,75000.0,12.51,1.0,2.0,9.0,0.0,10578.0,33.5,10.0,0.0,0.0,0.0,0.0,0.0,39265.0,31600.0,0,0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
27060,15000.0,12.35,64000.0,7.88,0.0,1.0,8.0,0.0,14530.0,82.1,20.0,1324.84,238.4712,0.0,0.0,0.0,14530.0,17700.0,0,0,7,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
37750,8000.0,13.68,95708.0,8.74,0.0,3.0,10.0,0.0,7319.0,51.9,30.0,0.0,0.0,0.0,0.0,2445.0,32649.0,14100.0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
130498,15000.0,18.24,110000.0,22.06,1.0,3.0,14.0,0.0,6586.0,55.1,38.0,0.0,0.0,0.0,0.0,890.0,245009.0,11900.0,0,1,0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
128484,18000.0,14.49,72000.0,13.87,0.0,1.0,8.0,0.0,17207.0,97.2,20.0,0.0,0.0,0.0,0.0,0.0,19296.0,17700.0,1,0,4,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
115083,24000.0,11.67,125000.0,24.87,0.0,2.0,24.0,0.0,22620.0,83.8,58.0,0.0,0.0,0.0,0.0,0.0,160258.0,27000.0,0,0,10,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
138806,12000.0,12.99,70000.0,14.33,1.0,1.0,12.0,0.0,8140.0,50.2,25.0,0.0,0.0,0.0,0.0,0.0,323904.0,16200.0,0,1,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
53996,8325.0,19.72,24000.0,16.6,0.0,2.0,4.0,0.0,3702.0,92.5,11.0,775.48,7.7548000014,0.0,0.0,532.0,6407.0,4000.0,0,0,10,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
173384,7000.0,6.89,70000.0,31.7,0.0,0.0,18.0,0.0,89494.0,44.6,31.0,0.0,0.0,0.0,0.0,0.0,264874.0,125900.0,0,1,3,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1934,23850.0,14.98,54000.0,15.17,1.0,0.0,9.0,0.0,15105.0,75.1,29.0,0.0,0.0,0.0,0.0,444.0,181763.0,20100.0,0,0,10,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
32490,16000.0,6.03,57000.0,14.15,0.0,0.0,11.0,0.0,17427.0,31.9,34.0,0.0,0.0,0.0,0.0,0.0,59627.0,54560.0,0,0,10,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
109378,11525.0,14.99,64000.0,22.69,0.0,4.0,12.0,1.0,12498.0,47.0,24.0,0.0,0.0,0.0,0.0,0.0,325579.0,26400.0,0,0,9,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
182396,6000.0,12.29,34000.0,31.92,1.0,0.0,8.0,0.0,7983.0,78.3,40.0,0.0,0.0,0.0,0.0,0.0,18188.0,10200.0,0,0,10,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
13610,9950.0,16.2,43000.0,18.25,1.0,1.0,7.0,0.0,9552.0,65.0,11.0,0.0,0.0,0.0,0.0,0.0,129662.0,14700.0,0,0,2,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
48350,16450.0,12.12,43477.0,13.83,0.0,0.0,10.0,0.0,3176.0,41.8,18.0,0.0,0.0,0.0,0.0,1914.0,175957.0,7600.0,0,0,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
45977,15000.0,6.03,54000.0,27.11,0.0,0.0,24.0,0.0,10119.0,16.2,40.0,0.0,0.0,0.0,0.0,0.0,170728.0,62500.0,0,0,8,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
